UID,Connections
https://steamcommunity.com/id/detla/friends,profiles/76561198009871156,id/19946371913,profiles/76561198244938228,id/hugelynxpaws,id/n1chib0tsu,id/Danny_Gryphon,id/marcoklepsky,id/gothstarsinner,id/JTLGamesYT,id/musiclovin,id/KodaKai727,profiles/76561199189499164,id/leafymatsu,profiles/76561198397040717,id/novacream,profiles/76561199121853511,id/scottiethefox,profiles/76561199228155403,id/skylar2g,id/tighnarissloppysoles,profiles/76561198019695036,profiles/76561197979945840,id/CriticalFloof-was-here,id/kzhang138,id/ezrazander,id/karnyyyyy,id/quantumwatts,profiles/76561198980301310,id/imaginaldog,id/piinkkyyyy,id/meowmrrpmraow,id/CariadCarw,id/pan389701897540,id/ahold,profiles/76561198092522664,profiles/76561198111402461,id/DisBooLou,id/mozziemozzie,id/polarisblu,profiles/76561198247553950,id/notdrenal,id/scourgeismywife,id/kiratikka,id/luigisasiancowboyimpersonation,id/SpongyTM,profiles/76561199507860014,profiles/76561199466091135,profiles/76561198373742409,id/vaaaaaaaaari,id/electricparx,profiles/76561199720151716,profiles/76561198108912416,
